판정등급,조치,플랫폼,S2판매채널명,S2판매채널ID,거래처코드,거래처명,판매채널콘텐츠ID,콘텐츠ID,콘텐츠명,정제키,판매채널콘텐츠_콘텐츠형태,지급정산관리_존재,정산서샘플_등장,사용안함_사용금지_표식,지급정산관리_판매채널명,지급정산관리_콘텐츠명,지급정산관리_콘텐츠ID,정산서샘플_등장파일
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르(광고수익),33,6698601888,네이버웹툰 유한회사,630674,308318,대기업 말단이 일을 잘함,대기업말단이일을잘함,웹툰,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르(광고수익),33,6698601888,네이버웹툰 유한회사,810435,321235,"부디, 당신께 바라기를",부디당신께바라기를,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르(광고수익),33,6698601888,네이버웹툰 유한회사,206737,113754,삼랑소,삼랑소,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 장르 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르(광고수익),33,6698601888,네이버웹툰 유한회사,845639,116022,팔왕예조,팔왕예조,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 장르 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,리디북스,리디북스(이벤트),61,1208727435,리디 주식회사,677876,113923,소뢰아,소뢰아,소설,N,Y,N,,,,리디북스\3월\2026년 3월 리디 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,리디북스,리디북스(이벤트),61,1208727435,리디 주식회사,716839,116350,호협천추,호협천추,소설,N,Y,N,,,,리디북스\3월\2026년 3월 리디 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,모픽,모픽(mofic),1248,7238801847,주식회사 테일크루,847736,110642,[카카오] 줍고보니 괴담백서,줍고보니괴담백서,소설,N,Y,N,,,,모픽\4월\2026년 4월 모픽 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,무툰,무툰(소설 서비스),63,7168100915,주식회사 핑거스토리,165934,107919,[10%할인]검무흔(개정판. 무삭제본),검무흔,소설,N,Y,N,,,,무툰\4월\2026년 4월 무툰 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,무툰,무툰(소설 서비스),63,7168100915,주식회사 핑거스토리,190905,111330,검(劍),검,소설,N,Y,N,,,,무툰\4월\2026년 4월 무툰 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,무툰,무툰(소설 서비스),63,7168100915,주식회사 핑거스토리,111907,111345,검웅영제(무삭제 개정판),검웅영제,소설,N,Y,N,,,,무툰\4월\2026년 4월 무툰 정산상세.xlsx
