청구정산마스터ID,계약ID,판매채널ID,판매채널명,대표콘텐츠명,정제_대표콘텐츠명,청구정산상태,승인상태,거래처명,계약명,계약종료일,계약콘텐츠수,담당자,담당부서,분리사유
601011,83966,444,MBN,스턱 인 러브,스턱인러브,운영중,승인,(주)매일방송,20260205_그레이스 오브 모나코외8_(주)매일방송,2026-01-28,1,이희연,Sql Error,청구정산 후보
601010,83966,444,MBN,아델라인 : 멈춰진 시간,아델라인멈춰진시간,운영중,승인,(주)매일방송,20260205_그레이스 오브 모나코외8_(주)매일방송,2026-01-28,1,이희연,Sql Error,청구정산 후보
601009,83966,444,MBN,베스트 오퍼,베스트오퍼,운영중,승인,(주)매일방송,20260205_그레이스 오브 모나코외8_(주)매일방송,2026-01-28,1,이희연,Sql Error,청구정산 후보
601008,83966,444,MBN,패터슨,패터슨,운영중,승인,(주)매일방송,20260205_그레이스 오브 모나코외8_(주)매일방송,2026-01-28,1,이희연,Sql Error,청구정산 후보
601007,83966,444,MBN,비정규직 특수요원,비정규직특수요원,운영중,승인,(주)매일방송,20260205_그레이스 오브 모나코외8_(주)매일방송,2026-01-28,1,이희연,Sql Error,청구정산 후보
601006,83966,444,MBN,그레이스 오브 모나코,그레이스오브모나코,운영중,승인,(주)매일방송,20260205_그레이스 오브 모나코외8_(주)매일방송,2026-01-28,1,이희연,Sql Error,청구정산 후보
601005,83859,1001,대만-리브북스,드라이버스 하이 상/하권,드라이버스하이상하권,운영중,미승인,"REVE BOOKS CO., LTD",20260127_Supplemental Agreement_Driver's High_Chinese (Revebooks),2026-01-27,1,김수영,Sql Error,청구정산 후보
601004,83855,31,카카오페이지(선투자),백작가의사생아가결혼하면,백작가의사생아가결혼하면,운영중,승인,주식회사 카카오엔터테인먼트,20260130_백작가의사생아가결혼하면_주식회사 카카오엔터테인먼트,2026-01-01,1,박민지,Sql Error,청구정산 후보
601002,83828,1107,블라이스 셀렉트,남동생이 꽃길을 강요한다,남동생이꽃길을강요한다,운영중,승인,주식회사 밀리의서재,20260131_메디컬 환생 외 10종_주식회사 밀리의서재,2026-01-31,1,이혜정,Sql Error,청구정산 후보
601001,83828,1107,블라이스 셀렉트,미명의 추적자,미명의추적자,운영중,승인,주식회사 밀리의서재,20260131_메디컬 환생 외 10종_주식회사 밀리의서재,2026-01-31,1,이혜정,Sql Error,청구정산 후보
601000,83828,1107,블라이스 셀렉트,미명의추적자[완전판],미명의추적자,운영중,승인,주식회사 밀리의서재,20260131_메디컬 환생 외 10종_주식회사 밀리의서재,2026-01-31,1,이혜정,Sql Error,청구정산 후보
