청구정산마스터ID,계약ID,판매채널ID,판매채널명,대표콘텐츠명,정제_대표콘텐츠명,청구정산상태,승인상태,거래처명,계약명,계약종료일,계약콘텐츠수,담당자,담당부서,분리사유
600228,77230,36,네이버_일반,대기업 말단이 일을 잘함,대기업말단이일을잘함,운영중,승인,네이버웹툰 주식회사,20250313_대기업 말단이 일을 잘함_네이버웹툰 주식회사,2024-09-19,1,박민지,Sql Error,청구정산 후보
600227,77230,34,네이버_연재(광고수익),대기업 말단이 일을 잘함,대기업말단이일을잘함,운영중,승인,네이버웹툰 주식회사,20250313_대기업 말단이 일을 잘함_네이버웹툰 주식회사,2024-09-19,1,박민지,Sql Error,청구정산 후보
600226,77230,35,네이버_연재,대기업 말단이 일을 잘함,대기업말단이일을잘함,운영중,승인,네이버웹툰 주식회사,20250313_대기업 말단이 일을 잘함_네이버웹툰 주식회사,2024-09-19,1,박민지,Sql Error,청구정산 후보
600225,77223,475,벨툰JP(레진엔터테인먼트),거짓말은 하지 마요,거짓말은하지마요,운영중,승인,레진엔터테인먼트,20250312_거짓말은 하지 마요_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600224,77223,268,레진JP(레진엔터테인먼트),거짓말은 하지 마요,거짓말은하지마요,운영중,승인,레진엔터테인먼트,20250312_거짓말은 하지 마요_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600223,77222,475,벨툰JP(레진엔터테인먼트),사랑하는 도련님에게,사랑하는도련님에게,운영중,승인,레진엔터테인먼트,20250312_사랑하는 도련님에게_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600222,77222,268,레진JP(레진엔터테인먼트),사랑하는 도련님에게,사랑하는도련님에게,운영중,승인,레진엔터테인먼트,20250312_사랑하는 도련님에게_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600221,77221,475,벨툰JP(레진엔터테인먼트),얀의 결박,얀의결박,운영중,승인,레진엔터테인먼트,20250312_얀의 결박_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600220,77221,268,레진JP(레진엔터테인먼트),얀의 결박,얀의결박,운영중,승인,레진엔터테인먼트,20250312_얀의 결박_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600219,77220,475,벨툰JP(레진엔터테인먼트),월은야담,월은야담,운영중,승인,레진엔터테인먼트,20250312_월은야담_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600218,77220,268,레진JP(레진엔터테인먼트),월은야담,월은야담,운영중,승인,레진엔터테인먼트,20250312_월은야담_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600217,77219,475,벨툰JP(레진엔터테인먼트),작전명 마레오,작전명마레오,운영중,승인,레진엔터테인먼트,20250312_작전명 마레오_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600216,77219,268,레진JP(레진엔터테인먼트),작전명 마레오,작전명마레오,운영중,승인,레진엔터테인먼트,20250312_작전명 마레오_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600215,77218,475,벨툰JP(레진엔터테인먼트),흑연,흑연,운영중,승인,레진엔터테인먼트,20250312_흑연_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600214,77218,268,레진JP(레진엔터테인먼트),흑연,흑연,운영중,승인,레진엔터테인먼트,20250312_흑연_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600213,77217,475,벨툰JP(레진엔터테인먼트),블루 네임 프레셔,블루네임프레셔,운영중,승인,레진엔터테인먼트,20250312_블루 네임 프레셔_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600212,77217,268,레진JP(레진엔터테인먼트),블루 네임 프레셔,블루네임프레셔,운영중,승인,레진엔터테인먼트,20250312_블루 네임 프레셔_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600211,77216,475,벨툰JP(레진엔터테인먼트),전능한 그대의 요람,전능한그대의요람,운영중,승인,레진엔터테인먼트,20250312_전능한 그대의 요람_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600210,77216,268,레진JP(레진엔터테인먼트),전능한 그대의 요람,전능한그대의요람,운영중,승인,레진엔터테인먼트,20250312_전능한 그대의 요람_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600209,77215,475,벨툰JP(레진엔터테인먼트),럭키 다이스,럭키다이스,운영중,승인,레진엔터테인먼트,20250312_럭키 다이스_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600208,77215,268,레진JP(레진엔터테인먼트),럭키 다이스,럭키다이스,운영중,승인,레진엔터테인먼트,20250312_럭키 다이스_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600207,77214,475,벨툰JP(레진엔터테인먼트),홍실 퀘스트,홍실퀘스트,운영중,승인,레진엔터테인먼트,20250312_홍실 퀘스트_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600206,77214,268,레진JP(레진엔터테인먼트),홍실 퀘스트,홍실퀘스트,운영중,승인,레진엔터테인먼트,20250312_홍실 퀘스트_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600205,77213,475,벨툰JP(레진엔터테인먼트),백호의 왕,백호의왕,운영중,승인,레진엔터테인먼트,20250312_백호의 왕_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600204,77213,268,레진JP(레진엔터테인먼트),백호의 왕,백호의왕,운영중,승인,레진엔터테인먼트,20250312_백호의 왕_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600203,77212,475,벨툰JP(레진엔터테인먼트),실격 알파,실격알파,운영중,승인,레진엔터테인먼트,20250312_실격 알파_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600202,77212,268,레진JP(레진엔터테인먼트),실격 알파,실격알파,운영중,승인,레진엔터테인먼트,20250312_실격 알파_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600186,77144,1172,[IP프듀] 디오리진,[CP기타] 언어의 주인이란,언어의주인이란,운영중,승인,주식회사 디오리진,250214_출판 사업에 관한 수익 분배 등에 관한 부속 계약서_언어의 주인이란_디오리진,2025-02-14,1,노종아,IP프로듀싱팀,청구정산 후보
600185,77143,1172,[IP프듀] 디오리진,[CP기타] 언어의 주인이란,언어의주인이란,운영중,승인,주식회사 디오리진,250214_IP사업권 부여 기본 계약서_언어의 주인이란_디오리진,2025-02-14,1,노종아,IP프로듀싱팀,청구정산 후보
600181,77055,323,중국-빌리빌리(봄툰B2BC),디파인 더 릴레이션십,디파인더릴레이션십,운영중,승인,"Shanghai Hehehe Culture Communication Co., Ltd.","20250101_디파인 더 릴레이션십_Shanghai Hehehe Culture Communication Co., Ltd.",2025-01-01,1,이한별,해외사업팀,청구정산 후보
600180,77053,1076,중국-빌리빌리,마음이 이끄는 대로,마음이이끄는대로,운영중,승인,"Shanghai Hehehe Culture Communication Co., Ltd.","20250101_마음이 이끄는 대로_Shanghai Hehehe Culture Communication Co., Ltd.",2025-01-01,1,이한별,해외사업팀,청구정산 후보
600178,76793,1101,[IP프듀] 엔에이치엔 주식회사,[CP웹툰] 감금당한 남주를 도와줬더니 집착남이 되었습니다,감금당한남주를도와줬더니집착남이되었습니다,운영중,승인,엔에이치엔 주식회사,<감금당한 남주를 도와줬더니 집착남이 되었습니다>에 관한 라이선싱 계약서,2022-07-20,1,노종아,IP프로듀싱팀,청구정산 후보
600177,76734,432,CJ ENM,1승,승,운영중,승인,주식회사 씨제이이엔엠,20250219_1승_주식회사 씨제이이엔엠,2025-02-01,7,-,Sql Error,청구정산 후보
600176,76715,1161,태국-퍼스트러브,12월(태국어_1-2권),월,운영중,승인,"First Love Pro Co., Ltd","20250122_12월(태국어_1-2권)_First Love Pro Co., Ltd",2025-01-22,1,신수민,해외출판사업팀,청구정산 후보
600175,76567,31,카카오페이지(선투자),우선 남동생부터 숨기자,우선남동생부터숨기자,운영중,승인,주식회사 카카오엔터테인먼트,20250210_우선 남동생부터 숨기자_주식회사 카카오엔터테인먼트,2025-01-01,3,박민지,국내사업팀.,청구정산 후보
600174,76564,31,카카오페이지(선투자),루시아,루시아,운영중,승인,주식회사 카카오엔터테인먼트,20250210_루시아_주식회사 카카오엔터테인먼트,2025-01-01,1,박민지,국내사업팀.,청구정산 후보
600172,76385,548,중국-네이버,국세청 망나니,국세청망나니,운영중,승인,네이버웹툰 유한회사,20220528_국세청 망나니_네이버웹툰 주식회사,2022-05-28,1,이한별,해외사업팀,청구정산 후보
600171,76385,546,태국-네이버,국세청 망나니,국세청망나니,운영중,승인,네이버웹툰 유한회사,20220528_국세청 망나니_네이버웹툰 주식회사,2022-05-28,1,이한별,해외사업팀,청구정산 후보
600170,76385,547,인도네시아-네이버,국세청 망나니,국세청망나니,운영중,승인,네이버웹툰 유한회사,20220528_국세청 망나니_네이버웹툰 주식회사,2022-05-28,1,이한별,해외사업팀,청구정산 후보
600169,76385,539,대만-네이버,국세청 망나니,국세청망나니,운영중,승인,네이버웹툰 유한회사,20220528_국세청 망나니_네이버웹툰 주식회사,2022-05-28,1,이한별,해외사업팀,청구정산 후보
600168,76383,534,중국-콰이칸,루시아,루시아,운영중,승인취소,"Beijing Kuaikan Dimensional Information Technology Co., Ltd.","20250206_루시아_Beijing Kuaikan Dimensional Information Technology Co., Ltd.",2019-05-17,1,이한별,해외사업팀,청구정산 후보
600167,76311,31,카카오페이지(선투자),마음이이끄는대로,마음이이끄는대로,운영중,승인,주식회사 카카오엔터테인먼트,20250205_마음이이끄는대로_주식회사 카카오엔터테인먼트,2025-01-01,1,박민지,국내사업팀.,청구정산 후보
600166,76148,441,KBS,멍뭉이,멍뭉이,운영중,승인,케이비에스미디어주식회사,20241207_멍뭉이_케이비에스미디어주식회사,2024-12-07,1,-,Sql Error,청구정산 후보
600165,76147,1105,채널W,미성년(TV시리즈),미성년,운영중,승인,주식회사 미디어엘리트,20250131_미성년(TV시리즈)_주식회사 미디어엘리트,2025-01-31,1,-,Sql Error,청구정산 후보
600164,76146,1104,헤븐리,미성년(TV시리즈),미성년,운영중,승인,주식회사 아몬드컴퍼니,20250131_미성년(TV시리즈)_주식회사 아몬드컴퍼니,2025-01-31,1,-,Sql Error,청구정산 후보
600163,76012,446,유로커뮤니케이션,비와 당신의 이야기,비와당신의이야기,종료,승인,유로커뮤니케이션,20250123_비와 당신의 이야기_유로커뮤니케이션,2025-01-23,1,-,Sql Error,청구정산 후보
600162,76009,446,유로커뮤니케이션,비와 당신의 이야기,비와당신의이야기,종료,승인,유로커뮤니케이션,20250123_비와 당신의 이야기_유로커뮤니케이션,2025-01-23,1,-,Sql Error,청구정산 후보
600148,75721,1089,[IP프듀] 씨엔씨레볼루션(주),[CP웹툰] 흑막의 독 감별사가 되겠습니다,흑막의독감별사가되겠습니다,운영중,승인,씨엔씨레볼루션（주）,20220121_[CP웹툰] 흑막의 독 감별사가 되겠습니다_씨엔씨레볼루션（주）,2022-01-21,1,노종아,IP프로듀싱팀,청구정산 후보
600147,75720,1089,[IP프듀] 씨엔씨레볼루션(주),"[CP웹툰] 곱게 키웠더니, 짐승",곱게키웠더니짐승,운영중,승인,씨엔씨레볼루션（주）,"20200122_[CP웹툰] 곱게 키웠더니, 짐승_씨엔씨레볼루션（주）",2020-01-22,1,노종아,IP프로듀싱팀,청구정산 후보
600141,75594,1070,리디북스(웹툰-해외),루시아(성인),루시아,종료,승인,리디 주식회사,20241212_루시아(성인)_리디 주식회사,2024-12-12,2,천지선,해외사업팀,청구정산 후보
600140,75582,1074,[IP프듀] 주식회사 애니툰,[CP웹툰] 아버지가 남긴 USB,아버지가남긴usb,운영중,승인,주식회사 애니툰,20250110_[CP웹툰] 아버지가 남긴 USB_주식회사 애니툰,2025-01-10,1,노종아,IP프로듀싱팀,청구정산 후보
600138,75539,1073,아티스트유나이티드,1승,승,운영중,승인,(주)아티스트유나이티드,20241224_1승_(주)와이더플래닛,2024-12-24,1,-,Sql Error,청구정산 후보
600129,75442,461,스토리위즈,악몽을 보는 별들,악몽을보는별들,운영중,승인,스토리위즈,20241231_악몽을 보는 별들_스토리위즈,2024-12-31,1,박민지,국내사업팀.,청구정산 후보
600128,75436,461,스토리위즈,악몽을 보는 별들,악몽을보는별들,운영중,승인,스토리위즈,,,1,박민지,국내사업팀.,청구정산 후보
600127,75435,461,스토리위즈,악몽을 보는 별들,악몽을보는별들,운영중,승인,스토리위즈,,,1,박민지,국내사업팀.,청구정산 후보
600126,75420,461,스토리위즈,악몽을 보는 별들,악몽을보는별들,운영중,승인,스토리위즈,,,1,박민지,국내사업팀.,청구정산 후보
600125,75419,461,스토리위즈,악몽을 보는 별들,악몽을보는별들,운영중,승인,스토리위즈,,,1,박민지,국내사업팀.,청구정산 후보
600124,75392,1044,스토리위즈(봄툰B2BC),악몽을 보는 별들,악몽을보는별들,운영중,승인,스토리위즈,,,1,박민지,국내사업팀.,청구정산 후보
600123,75391,461,스토리위즈,,,운영중,승인,스토리위즈,,,1,박민지,국내사업팀.,청구정산 후보
600122,75390,461,스토리위즈,,,운영중,승인,스토리위즈,,,1,박민지,국내사업팀.,청구정산 후보
600121,75388,1044,스토리위즈(봄툰B2BC),악몽을 보는 별들,악몽을보는별들,운영중,승인,스토리위즈,,,1,박민지,국내사업팀.,청구정산 후보
600120,75387,1044,스토리위즈(봄툰B2BC),악몽을 보는 별들,악몽을보는별들,운영중,승인,스토리위즈,,,1,박민지,국내사업팀.,청구정산 후보
600116,0,35,네이버_연재,,,운영중,승인,네이버웹툰 주식회사,,,0,-,-,청구정산 후보
600114,0,22,일본-코미코(봄툰B2BC),,,콘텐츠확인필요,승인,NHN Comico Corp.(TH),,,0,-,-,청구정산 후보
600113,0,22,일본-코미코(봄툰B2BC),,,콘텐츠확인필요,승인,NHN Comico Corp.(TH),,,0,-,-,청구정산 후보
600112,0,22,일본-코미코(봄툰B2BC),,,콘텐츠확인필요,승인,NHN Comico Corp.(TH),,,0,-,-,청구정산 후보
600111,0,22,일본-코미코(봄툰B2BC),,,콘텐츠확인필요,승인,NHN Comico Corp.(TH),,,0,-,-,청구정산 후보
600110,0,22,일본-코미코(봄툰B2BC),,,콘텐츠확인필요,승인,NHN Comico Corp.(TH),,,0,-,-,청구정산 후보
600109,0,22,일본-코미코(봄툰B2BC),,,콘텐츠확인필요,승인,NHN Comico Corp.(TH),,,0,-,-,청구정산 후보
600108,0,22,일본-코미코(봄툰B2BC),,,콘텐츠확인필요,승인,NHN Comico Corp.(TH),,,0,-,-,청구정산 후보
