판매채널콘텐츠ID,콘텐츠ID,콘텐츠명,정제_콘텐츠명,판매채널ID,판매채널명,그룹콘텐츠ID,그룹콘텐츠명,플랫폼콘텐츠ID,콘텐츠형태,콘텐츠상태,최초연재일,담당자,담당부서,정산시작여부,제외사유
132927,131476,삐뚤어진 그에게 팔려온 신부,삐뚤어진그에게팔려온신부,1,봄툰KR(1068149784),473894,삐뚤어진그에게팔려온신부,16292,소설,완결,2020-12-24,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
132953,131502,개의 신부,개의신부,1,봄툰KR(1068149784),473919,개의신부,22108,소설,완결,2022-03-03,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
133131,131672,무드 스윙,무드스윙,1,봄툰KR(1068149784),474027,무드스윙,4343,소설,완결,2017-09-27,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
133218,131759,플러그인(plug in),플러그인,1,봄툰KR(1068149784),294,플러그인,13103,소설,완결,2020-03-05,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
133229,131768,모든 악당은 멍청이다,모든악당은멍청이다,1,봄툰KR(1068149784),474115,모든악당은멍청이다,14728,소설,완결,2020-08-27,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
133237,131775,둘이 하는 일탈,둘이하는일탈,1,봄툰KR(1068149784),474122,둘이하는일탈,15752,소설,완결,2020-11-23,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
133252,131787,사랑은 없는 것처럼,사랑은없는것처럼,1,봄툰KR(1068149784),474133,사랑은없는것처럼,18933,소설,완결,2021-07-08,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
133275,131810,"금의 해, 새의 눈",금의해새의눈,1,봄툰KR(1068149784),474151,"금의해,새의눈",22519,소설,완결,2022-04-07,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
133284,131819,성녀는 은밀한 사랑을 꿈꾼다,성녀는은밀한사랑을꿈꾼다,1,봄툰KR(1068149784),474157,성녀는은밀한사랑을꿈꾼다,23451,소설,완결,2022-06-27,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
133456,131986,유실,유실,1,봄툰KR(1068149784),474268,유실,4334,소설,완결,2017-09-27,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
133556,132086,"오, 친애하는 숙적",오친애하는숙적,1,봄툰KR(1068149784),474362,"오,친애하는숙적",19711,소설,완결,2021-09-02,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
133565,132094,황후명,황후명,1,봄툰KR(1068149784),474370,황후명,20748,소설,완결,2021-11-17,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
133591,132120,약탈혼,약탈혼,1,봄툰KR(1068149784),474391,약탈혼,23817,소설,완결,2022-07-08,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
133858,132379,작용 반작용의 법칙,작용반작용의법칙,1,봄툰KR(1068149784),474594,작용반작용의법칙,16772,소설,완결,2021-01-15,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
133884,132405,독초(毒草) : 아로새기다,독초아로새기다,1,봄툰KR(1068149784),474618,독초(毒草):아로새기다,19794,소설,완결,2021-09-09,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
134024,132542,디어 레이디,디어레이디,1,봄툰KR(1068149784),464485,도서출판가하,35657,소설,완결,2024-05-29,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
134158,132670,저승에서 온 그대에게,저승에서온그대에게,1,봄툰KR(1068149784),474820,저승에서온그대에게,13152,소설,완결,2020-03-09,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
134184,132695,조선 명랑 흥신소,조선명랑흥신소,1,봄툰KR(1068149784),474844,조선명랑흥신소,16553,소설,완결,2021-01-13,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
134477,132976,낙원이 아닐지라도,낙원이아닐지라도,1,봄툰KR(1068149784),475046,낙원이아닐지라도,13111,소설,완결,2020-03-11,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
134495,132993,엠프티(Empty),엠프티,1,봄툰KR(1068149784),475060,엠프티(Empty),17015,소설,완결,2021-02-04,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
134503,133001,탐미주의적 연애,탐미주의적연애,1,봄툰KR(1068149784),475067,탐미주의적연애,17654,소설,완결,2021-04-06,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
134508,133006,버진 콤플렉스,버진콤플렉스,1,봄툰KR(1068149784),475072,버진콤플렉스,18569,소설,완결,2021-05-31,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
134752,133244,마중 나오던 우산,마중나오던우산,1,봄툰KR(1068149784),475257,마중나오던우산,12483,소설,완결,2019-12-28,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
134754,133246,악마의 순정,악마의순정,1,봄툰KR(1068149784),475259,악마의순정,12617,소설,완결,2020-01-12,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
134755,133247,아랍의 향기,아랍의향기,1,봄툰KR(1068149784),475260,아랍의향기,12639,소설,완결,2020-01-15,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
134759,133251,선셋 인 워터,선셋인워터,1,봄툰KR(1068149784),403047,선셋인워터,13154,소설,완결,2020-03-10,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
134765,133257,정상 위로 가는 달,정상위로가는달,1,봄툰KR(1068149784),475267,정상위로가는달,13660,소설,완결,2020-04-24,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
134787,133278,미래를 보는 소년,미래를보는소년,1,봄툰KR(1068149784),475286,미래를보는소년,17862,소설,완결,2021-04-16,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
134788,133279,블랙 스피넬,블랙스피넬,1,봄툰KR(1068149784),475287,블랙스피넬,17938,소설,완결,2021-04-23,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
134819,133310,중독의 밤,중독의밤,1,봄툰KR(1068149784),475317,중독의밤,23218,소설,완결,2022-06-10,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
135074,133558,용과 나비,용과나비,1,봄툰KR(1068149784),475488,용과나비,13366,소설,완결,2020-03-27,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
135110,133591,오만원,오만원,1,봄툰KR(1068149784),475517,오만원,17895,소설,완결,2021-04-20,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
135118,133598,권태로우신 봄,권태로우신봄,1,봄툰KR(1068149784),475524,권태로우신봄,19743,소설,완결,2021-09-09,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
135124,133604,로즈 틴티드 글라시즈(Rose Tinted Glasses),로즈틴티드글라시즈,1,봄툰KR(1068149784),475528,로즈틴티드글라시즈(RoseTintedGlasses),20394,소설,완결,2021-10-25,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
135139,133619,잠식 [완전판],잠식,1,봄툰KR(1068149784),475540,잠식,22845,소설,완결,2022-05-08,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
135155,133634,우아한 곡선,우아한곡선,1,봄툰KR(1068149784),475553,우아한곡선,24712,소설,완결,2022-09-23,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
135156,133635,7일의 사정 (외전증보판),일의사정,1,봄툰KR(1068149784),464423,7일의사정,24792,소설,완결,2022-10-01,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
135370,133836,완벽한 친구로 남는 법,완벽한친구로남는법,1,봄툰KR(1068149784),475699,완벽한친구로남는법,14267,소설,완결,2020-06-26,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
135466,133932,왕좌를 돌려주고 사라지려 했는데 발목 잡혔다,왕좌를돌려주고사라지려했는데발목잡혔다,1,봄툰KR(1068149784),475786,왕좌를돌려주고사라지려했는데발목잡혔다,27249,소설,완결,2023-03-17,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
135699,134157,친애하는 벗에게,친애하는벗에게,1,봄툰KR(1068149784),475951,친애하는벗에게,15982,소설,완결,2020-12-16,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
135737,134195,다정한 내일을 위한 새벽,다정한내일을위한새벽,1,봄툰KR(1068149784),475983,다정한내일을위한새벽,21066,소설,완결,2021-12-09,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
135768,134226,그건 편견입니다,그건편견입니다,1,봄툰KR(1068149784),476010,그건편견입니다,24193,소설,완결,2022-08-12,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
135785,134243,레인보우 시티,레인보우시티,1,봄툰KR(1068149784),465012,필연매니지먼트,26515,소설,완결,2023-01-31,조성경,레진콘텐츠팀,Y,S2 정산정보 누락 건 등재
136021,134467,낙화유수,낙화유수,1,봄툰KR(1068149784),476180,낙화유수,13227,소설,완결,2020-03-11,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
136056,134501,벤자민,벤자민,1,봄툰KR(1068149784),466255,벤자민,18409,소설,완결,2021-06-03,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
136074,134519,아내 계약,아내계약,1,봄툰KR(1068149784),476227,아내계약,20506,소설,완결,2021-10-29,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
136080,134525,너만 모르는 연애,너만모르는연애,1,봄툰KR(1068149784),476233,너만모르는연애,21124,소설,완결,2021-12-09,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
136083,134528,그대를 위한 나락,그대를위한나락,1,봄툰KR(1068149784),476236,그대를위한나락,21504,소설,완결,2022-01-13,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
136086,134531,완전한 사육,완전한사육,1,봄툰KR(1068149784),476239,완전한사육,22056,소설,완결,2022-03-02,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
136104,134549,상사와의 원나잇,상사와의원나잇,1,봄툰KR(1068149784),476257,상사와의원나잇,25147,소설,완결,2022-10-28,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
136205,134647,매화지연(梅花支緣),매화지연,1,봄툰KR(1068149784),464446,케이더블유북스,36342,소설,완결,2024-06-25,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
136345,134776,루시퍼의 심장에 총을 쏘다,루시퍼의심장에총을쏘다,1,봄툰KR(1068149784),476410,루시퍼의심장에총을쏘다,14022,소설,완결,2020-06-04,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
136355,128206,패션 : 다이아포닉 심포니아,패션다이아포닉심포니아,1,봄툰KR(1068149784),471393,패션:다이아포닉심포니아,14941,소설,완결,2020-09-11,남단미,패밀리케어팀,N,S2 정산정보 누락 건 등재
136382,134812,순정 바빌론,순정바빌론,1,봄툰KR(1068149784),476443,[BL]순정바빌론,19234,소설,완결,2021-07-23,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
136447,134876,관심의 농도,관심의농도,1,봄툰KR(1068149784),476501,관심의농도,27774,소설,완결,2023-04-14,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
136539,134966,가짜 낙원의 피안화,가짜낙원의피안화,1,봄툰KR(1068149784),464186,와이앤케이미디어,36142,소설,완결,2024-06-19,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
136682,135105,설아의 선택,설아의선택,1,봄툰KR(1068149784),476664,설아의선택,12656,소설,완결,2020-01-18,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
136724,135147,스타리 아이드(Starry-Eyed),스타리아이드,1,봄툰KR(1068149784),476702,스타리아이드(Starry-Eyed),17785,소설,완결,2021-04-09,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
136778,135198,우아한 관계,우아한관계,1,봄툰KR(1068149784),476747,우아한관계,25312,소설,완결,2022-11-04,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
136886,135301,달콤한 각인,달콤한각인,1,봄툰KR(1068149784),464241,스마트빅,35957,소설,완결,2024-06-12,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
137042,135451,내겐 너무 부자인 당신,내겐너무부자인당신,1,봄툰KR(1068149784),476929,내겐너무부자인당신,17260,소설,완결,2021-03-04,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
137332,132976,낙원이 아닐지라도,낙원이아닐지라도,1,봄툰KR(1068149784),475046,낙원이아닐지라도,12669,소설,완결,2020-01-30,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
137360,135752,우리도 운명으로 쳐주나요,우리도운명으로쳐주나요,1,봄툰KR(1068149784),477151,우리도운명으로쳐주나요,17674,소설,완결,2021-04-07,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
137382,135774,투 두 리스트(To do list),투두리스트,1,봄툰KR(1068149784),477171,투두리스트(Todolist),20780,소설,완결,2021-11-22,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
137385,135777,아슈타르테,아슈타르테,1,봄툰KR(1068149784),477174,아슈타르테,21082,소설,완결,2021-12-10,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
137450,135841,설도화전,설도화전,1,봄툰KR(1068149784),477232,설도화전,28925,소설,완결,,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
137634,136011,은밀한 잠입 수사대,은밀한잠입수사대,1,봄툰KR(1068149784),477347,은밀한잠입수사대,6797,소설,완결,2018-04-23,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
137675,136052,모든 연애는 흔적을 남긴다,모든연애는흔적을남긴다,1,봄툰KR(1068149784),477387,모든연애는흔적을남긴다,13399,소설,완결,2020-03-27,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
